character,comic_title,format,date,event
Daken,Daken: Dark Wolverine (2010) #21,Comic,2012-02-08 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #20,Comic,2012-01-25 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #19,Comic,2012-01-11 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #18,Comic,2011-12-21 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #17,Comic,2011-11-23 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #16,Comic,2011-10-26 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #15,Comic,2011-10-12 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #14,Comic,2011-09-14 00:00:00+00:00,None
Daken,Wolverine (2010) #15,Comic,2011-09-07 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #13,Comic,2011-08-24 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #12,Comic,2011-08-10 00:00:00+00:00,None
Daken,Daken/X-23 Collision Premiere HC (Hardcover),Hardcover,2011-07-20 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #11,Comic,2011-07-13 00:00:00+00:00,None
Daken,Wolverine (2010) #12,Comic,2011-07-13 00:00:00+00:00,None
Daken,Wolverine (2010) #12 (I Am Captain America Variant),Comic,2011-07-13 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #10,Comic,2011-06-15 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #9.1,Comic,2011-05-25 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #9,Comic,2011-05-11 00:00:00+00:00,None
Daken,X-23 (2010) #9,Comic,2011-04-27 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #8,Comic,2011-04-13 00:00:00+00:00,None
Daken,X-23 (2010) #8,Comic,2011-03-30 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #7,Comic,2011-03-23 00:00:00+00:00,None
Daken,WHAT IF? DARK AVENGERS (Trade Paperback),Trade Paperback,2011-03-23 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #6,Comic,2011-03-02 00:00:00+00:00,None
Daken,WOLVERINE: ORIGINS (Trade Paperback),Trade Paperback,2011-02-09 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #5,Comic,2011-02-02 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #4,Comic,2010-12-29 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #3,Comic,2010-11-17 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #2,Comic,2010-10-13 00:00:00+00:00,None
Daken,Daken: Dark Wolverine (2010) #1,Comic,2010-09-09 00:00:00+00:00,None
Daken,Franken-Castle (2010) #20,Comic,2010-09-01 00:00:00+00:00,None
Daken,Franken-Castle (2010) #19,Comic,2010-07-28 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #49,Comic,2010-06-23 00:00:00+00:00,None
Daken,Dark Wolverine (2009) #87,Comic,2010-06-16 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #48,Comic,2010-05-26 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #47,Comic,2010-04-28 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #46,Comic,2010-03-31 00:00:00+00:00,None
Daken,Dark Wolverine (2009) #81,Comic,2009-12-16 00:00:00+00:00,None
Daken,Dark Wolverine (2009) #80,Comic,2009-11-25 00:00:00+00:00,Dark Reign
Daken,Incredible Hulks (2010) #603 (SHS VARIANT),Comic,2009-10-21 00:00:00+00:00,None
Daken,Incredible Hulks (2010) #603 (ZOMBIE VARIANT),Comic,2009-10-21 00:00:00+00:00,None
Daken,Dark Wolverine (2009) #79,Comic,2009-10-21 00:00:00+00:00,Dark Reign
Daken,Dark Wolverine (2009) #78,Comic,2009-09-16 00:00:00+00:00,Dark Reign
Daken,Dark Wolverine (2009) #77,Comic,2009-08-26 00:00:00+00:00,Dark Reign
Daken,Uncanny X-Men (1981) #514,Comic,2009-08-12 00:00:00+00:00,Dark Reign
Daken,All-New Savage She-Hulk (2009) #4,Comic,2009-07-22 00:00:00+00:00,Dark Reign
Daken,Dark Wolverine (2009) #76,Comic,2009-07-22 00:00:00+00:00,Dark Reign
Daken,Uncanny X-Men (1981) #513,Comic,2009-07-01 00:00:00+00:00,Dark Reign
Daken,Dark Wolverine (2009) #75,Comic,2009-06-24 00:00:00+00:00,Dark Reign
Daken,All-New Savage She-Hulk (2009) #3,Comic,2009-06-17 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #36,Comic,2009-05-28 00:00:00+00:00,Dark Reign
Daken,Wolverine Origins (2006) #35,Comic,2009-04-22 00:00:00+00:00,Dark Reign
Daken,Wolverine Origins (2006) #34,Comic,2009-03-18 00:00:00+00:00,Dark Reign
Daken,Thor (2007) #600,Comic,2009-02-11 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #32,Comic,2009-01-21 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #31,Comic,2008-12-24 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #30,Comic,2008-11-26 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #29,Comic,2008-10-29 00:00:00+00:00,None
Daken,X-MEN: ORIGINAL SIN 1 (2008) #1,Comic,2008-10-08 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #28,Comic,2008-09-24 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #27,Comic,2008-07-30 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #26,Comic,2008-06-25 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #25,Comic,2008-05-21 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #24,Comic,2008-04-16 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #15,Comic,2007-06-27 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #14,Comic,2007-05-09 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #13,Comic,2007-04-11 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #12,Comic,2007-03-14 00:00:00+00:00,None
Daken,Wolverine Origins (2006) #11,Comic,2007-02-14 00:00:00+00:00,None
Dark Beast,Astonishing X-Men (2004) #61,Comic,2013-04-17 00:00:00+00:00,None
Dark Beast,Astonishing X-Men (2004) #60,Comic,2013-03-27 00:00:00+00:00,None
Dark Beast,Uncanny X-Force (2010) #18,Comic,2011-12-14 00:00:00+00:00,X-Men: Regenesis
Dark Beast,Uncanny X-Force (2010) #16,Comic,2011-10-12 00:00:00+00:00,None
Dark Beast,Uncanny X-Force (2010) #14 (2nd Printing Variant),Comic,2011-09-28 00:00:00+00:00,None
Dark Beast,Uncanny X-Force (2010) #14,Comic,2011-08-31 00:00:00+00:00,None
Dark Beast,Uncanny X-Men (1981) #519,Comic,2009-12-23 00:00:00+00:00,None
Dark Beast,Uncanny X-Men (1981) #513,Comic,2009-07-01 00:00:00+00:00,Dark Reign
Dark Beast,Storm (1996) #4,Digital Comic,1996-05-01 00:00:00+00:00,None
Dark Beast,X-Men Unlimited (1993) #10,Comic,1996-03-01 00:00:00+00:00,None
Deathlok,Red Hulk (2025) #1,Comic,2025-02-26 00:00:00+00:00,None
Deathlok,DEATHLOK 50TH ANNIVERSARY SPECIAL (2024) #1,Comic,2024-09-18 00:00:00+00:00,None
Deathlok,Marvel's Voices: Legends (2024) #1,Comic,2024-01-31 00:00:00+00:00,None
Deathlok,Black Panther (2023) #4,Comic,2023-09-06 00:00:00+00:00,None
Deathlok,Black Panther (2023) #3,Comic,2023-08-23 00:00:00+00:00,None
Deathlok,Avengers (2018) #54,Comic,2022-03-16 00:00:00+00:00,None
Deathlok,Avengers Forever (2021) #3,Comic,2022-03-02 00:00:00+00:00,None
Deathlok,Avengers Forever (2021) #2,Comic,2022-01-26 00:00:00+00:00,None
Deathlok,2020 Force Works (2020) #3,Comic,2020-08-26 00:00:00+00:00,None
Deathlok,Thing: Project Pegasus (Trade Paperback),Trade Paperback,2018-03-28 00:00:00+00:00,None
Deathlok,Marvel Masterworks: Marvel Two-In-One Vol. 3 (Trade Paperback),Trade Paperback,2018-03-21 00:00:00+00:00,None
Deathlok,Deadpool and The Secret Defenders (Trade Paperback),Trade Paperback,2017-02-15 00:00:00+00:00,None
Deathlok,Deathlok (2014) #10,Comic,2015-07-29 00:00:00+00:00,None
Deathlok,Deathlok (2014) #9,Comic,2015-06-17 00:00:00+00:00,None
Deathlok,Deathlok (2014) #8,Comic,2015-05-20 00:00:00+00:00,None
Deathlok,Deathlok (2014) #7,Comic,2015-04-15 00:00:00+00:00,None
Deathlok,Deathlok (2014) #6,Comic,2015-03-25 00:00:00+00:00,None
Deathlok,Deathlok (2014) #5,Comic,2015-02-18 00:00:00+00:00,None
Deathlok,Deathlok (2014) #4,Comic,2015-01-14 00:00:00+00:00,None
Deathlok,Deathlok (2014) #3,Comic,2014-12-17 00:00:00+00:00,None
Deathlok,Deathlok (2014) #1,Comic,2014-10-29 00:00:00+00:00,None
Deathlok,Original Sins (2014) #1,Comic,2014-06-11 00:00:00+00:00,Original Sin
Deathlok,Cable and X-Force (2012) #4,Comic,2013-02-13 00:00:00+00:00,None
Deathlok,Avengers Arena (2012) #4,Comic,2013-02-13 00:00:00+00:00,None
Deathlok,Avengers Arena (2012) #2,Comic,2012-12-19 00:00:00+00:00,None
Deathlok,Uncanny X-Force (2010) #28,Comic,2012-07-25 00:00:00+00:00,None
Deathlok,Uncanny X-Force (2010) #18,Comic,2011-12-14 00:00:00+00:00,X-Men: Regenesis
Deathlok,Uncanny X-Force (2010) #16,Comic,2011-10-12 00:00:00+00:00,None
Deathlok,Uncanny X-Force (2010) #8,Comic,2011-04-20 00:00:00+00:00,None
Deathlok,Uncanny X-Force (2010) #7,Comic,2011-04-13 00:00:00+00:00,None
Deathlok,Deathlok (2009) #7,Comic,2010-05-19 00:00:00+00:00,None
Deathlok,Deathlok (2009) #6,Comic,2010-04-21 00:00:00+00:00,None
Deathlok,Deathlok (2009) #5,Comic,2010-03-17 00:00:00+00:00,None
Deathlok,Deathlok (2009) #4,Comic,2010-02-17 00:00:00+00:00,None
Deathlok,Deathlok (2009) #3,Comic,2010-01-20 00:00:00+00:00,None
Deathlok,Deathlok (2009) #2,Comic,2009-12-09 00:00:00+00:00,None
Deathlok,Deathlok (2009) #1,Comic,2009-11-04 00:00:00+00:00,None
Deathlok,Deathlok (2009) #1,Comic,2009-11-04 00:00:00+00:00,None
Deathlok,New Avengers (2004) #33,Comic,2007-08-08 00:00:00+00:00,None
Deathlok,BEYOND! (Hardcover),Hardcover,2007-02-14 00:00:00+00:00,None
Deathlok,Beyond! (2006) #6,Comic,2006-12-06 00:00:00+00:00,None
Deathlok,MARVEL COMICS PRESENTS: WOLVERINE (Trade Paperback),Trade Paperback,2006-12-06 00:00:00+00:00,None
Deathlok,Paradise X (2002) #9,Comic,2003-05-01 00:00:00+00:00,None
Deathlok,Paradise X (2002) #1,Comic,2002-05-01 00:00:00+00:00,None
Deathlok,Deathlok (1999) #11,Comic,2000-06-01 00:00:00+00:00,None
Deathlok,Deathlok (1999) #10,Comic,2000-05-01 00:00:00+00:00,None
Deathlok,Deathlok (1999) #9,Comic,2000-04-01 00:00:00+00:00,None
Deathlok,Deathlok (1999) #8,Comic,2000-03-01 00:00:00+00:00,None
Deathlok,Deathlok (1999) #7,Comic,2000-02-02 00:00:00+00:00,None
Deathlok,Deathlok (1999) #6,Comic,2000-01-01 00:00:00+00:00,None
Deathlok,Deathlok (1999) #5,Comic,1999-12-01 00:00:00+00:00,None
Deathlok,Deathlok (1999) #4,Comic,1999-11-18 00:00:00+00:00,None
Deathlok,Deathlok (1999) #3,Comic,1999-11-01 00:00:00+00:00,None
Deathlok,Deathlok (1999) #2,Comic,1999-10-01 00:00:00+00:00,None
Deathlok,Deathlok (1999) #1,Comic,1999-09-01 00:00:00+00:00,None
Deathlok,Iron Man (1968) #306,Comic,1994-07-01 00:00:00+00:00,None
Deathlok,War Machine (1994) #3,Comic,1994-06-01 00:00:00+00:00,None
Deathlok,War Machine (1994) #2,Comic,1994-05-01 00:00:00+00:00,None
Deathlok,Iron Man (1968) #301,Comic,1994-02-01 00:00:00+00:00,None
Deathlok,The Amazing Spider-Man (1963) #380,Comic,1993-08-01 00:00:00+00:00,Maximum Carnage
Deathlok,The Amazing Spider-Man (1963) #379,Comic,1993-07-01 00:00:00+00:00,Maximum Carnage
Deathlok,Deathlok (1991) #15,Comic,1992-09-01 00:00:00+00:00,None
Deathlok,Deathlok (1991) #14,Comic,1992-08-01 00:00:00+00:00,None
Deathlok,Deathlok Annual (1992) #1,Comic,1992-08-01 00:00:00+00:00,None
Deathlok,Deathlok (1991) #13,Comic,1992-07-01 00:00:00+00:00,None
Deathlok,Spider-Man (1990) #23,Comic,1992-06-10 00:00:00+00:00,None
Deathlok,Deathlok (1991) #12,Comic,1992-06-01 00:00:00+00:00,None
Deathlok,Spider-Man (1990) #22,Comic,1992-05-10 00:00:00+00:00,None
Deathlok,Deathlok (1991) #11,Comic,1992-05-01 00:00:00+00:00,None
Deathlok,Spider-Man (1990) #21,Comic,1992-04-10 00:00:00+00:00,None
Deathlok,Spider-Man (1990) #20,Comic,1992-03-10 00:00:00+00:00,None
Deathlok,Deathlok (1991) #9,Comic,1992-03-01 00:00:00+00:00,None
Deathlok,Deathlok (1991) #8,Comic,1992-02-01 00:00:00+00:00,None
Deathlok,Deathlok (1991) #7,Comic,1992-01-01 00:00:00+00:00,None
Deathlok,"Nick Fury, Agent of S.H.I.E.L.D. (1989) #31",Comic,1992-01-01 00:00:00+00:00,None
Deathlok,"Nick Fury, Agent of S.H.I.E.L.D. (1989) #30",Comic,1991-12-10 00:00:00+00:00,None
Deathlok,Deathlok (1991) #6,Comic,1991-12-01 00:00:00+00:00,None
Deathlok,Deathlok (1991) #5,Comic,1991-11-01 00:00:00+00:00,None
Deathlok,Deathlok (1991) #4,Comic,1991-10-01 00:00:00+00:00,None
Deathlok,Deathlok (1991) #3,Comic,1991-09-01 00:00:00+00:00,None
Deathlok,Deathlok (1991) #2,Comic,1991-08-01 00:00:00+00:00,None
Deathlok,Deathlok (1991) #1,Comic,1991-07-01 00:00:00+00:00,None
Deathlok,Marvel Comics Presents (1988) #62,Comic,1990-11-01 00:00:00+00:00,None
Deathlok,Deathlok (1990) #4,Comic,1990-10-01 00:00:00+00:00,None
Deathlok,Deathlok (1990) #3,Comic,1990-09-01 00:00:00+00:00,None
Deathlok,Deathlok (1990) #2,Comic,1990-08-01 00:00:00+00:00,None
Deathlok,Deathlok (1990) #1,Comic,1990-07-01 00:00:00+00:00,None
Deathlok,Marvel Fanfare (1982) #23,Comic,1985-11-01 00:00:00+00:00,None
Deathlok,Captain America (1968) #288,Comic,1983-12-01 00:00:00+00:00,None
Deathlok,Captain America (1968) #287,Comic,1983-11-01 00:00:00+00:00,None
Deathlok,Captain America (1968) #286,Comic,1983-10-01 00:00:00+00:00,None
Deathlok,Marvel Fanfare (1982) #4,Comic,1982-09-01 00:00:00+00:00,None
Deathlok,Marvel Two-in-One (1974) #54,Comic,1979-08-01 00:00:00+00:00,None
Deathlok,Marvel Two-in-One (1974) #27,Comic,1977-05-01 00:00:00+00:00,None
Deathlok,Marvel Spotlight (1971) #33,Comic,1977-04-01 00:00:00+00:00,None
Deathlok,Astonishing Tales (1970) #36,Digital Comic,1976-07-01 00:00:00+00:00,None
Deathlok,Marvel Team-Up (1972) #46,Comic,1976-06-01 00:00:00+00:00,None
Deathlok,Astonishing Tales (1970) #35,Digital Comic,1976-05-01 00:00:00+00:00,None
Deathlok,Astonishing Tales (1970) #34,Digital Comic,1976-03-01 00:00:00+00:00,None
Deathlok,Astonishing Tales (1970) #33,Digital Comic,1976-01-01 00:00:00+00:00,None
Deathlok,Astonishing Tales (1970) #32,Digital Comic,1975-11-01 00:00:00+00:00,None
Deathlok,Astonishing Tales (1970) #31,Digital Comic,1975-08-01 00:00:00+00:00,None
Deathlok,Astonishing Tales (1970) #30,Digital Comic,1975-06-01 00:00:00+00:00,None
Deathlok,Astonishing Tales (1970) #28,Digital Comic,1975-02-01 00:00:00+00:00,None
Deathlok,Astonishing Tales (1970) #27,Digital Comic,1974-12-01 00:00:00+00:00,None
Deathlok,Astonishing Tales (1970) #26,Comic,1974-10-01 00:00:00+00:00,None
Deathlok,Astonishing Tales (1970) #25,Digital Comic,1974-08-01 00:00:00+00:00,None
Deathlok,Marvel Spotlight (1971) #1,Comic,1971-11-01 00:00:00+00:00,None
Destiny,Mystique (2024) #5,Comic,2025-02-19 00:00:00+00:00,None
Destiny,X-Men: The Wedding Special (2024) #1,Comic,2024-05-29 00:00:00+00:00,None
Destiny,X-Men: Forever (2024) #3,Comic,2024-05-08 00:00:00+00:00,None
Destiny,Immortal X-Men (2022) #18,Comic,2023-12-27 00:00:00+00:00,None
Destiny,X-Men Blue: Origins (2023) #1,Comic,2023-11-29 00:00:00+00:00,None
Destiny,Immortal X-Men (2022) #17,Comic,2023-11-22 00:00:00+00:00,None
Destiny,Immortal X-Men (2022) #10,Comic,2023-01-18 00:00:00+00:00,None
Destiny,Immortal X-Men (2022) #8,Comic,2022-11-16 00:00:00+00:00,None
Destiny,Immortal X-Men (2022) #6,Comic,2022-09-07 00:00:00+00:00,None
Destiny,Marvel's Voices: Pride (Trade Paperback),Trade Paperback,2022-06-22 00:00:00+00:00,None
Destiny,Inferno (2021) #4,Comic,2022-01-05 00:00:00+00:00,None
Destiny,Inferno (2021) #3,Comic,2021-12-08 00:00:00+00:00,None
Destiny,Inferno (2021) #2,Comic,2021-10-27 00:00:00+00:00,None
Destiny,Inferno (2021) #1,Comic,2021-09-29 00:00:00+00:00,None
Destiny,Marvel's Voices: Pride (2021) #1,Comic,2021-06-23 00:00:00+00:00,None
Destiny,Moon Knight (2011) #7,Comic,2011-11-02 00:00:00+00:00,None
Destiny,Marvel Masterworks: The Sub-Mariner Vol. 2 (Hardcover),Hardcover,2007-06-27 00:00:00+00:00,None
Destiny,X-Men: The Complete Age of Apocalypse Epic Book 4 (Trade Paperback),Trade Paperback,2006-11-01 00:00:00+00:00,Age of Apocalypse
Destiny,Women of Marvel (Trade Paperback),Trade Paperback,2006-08-09 00:00:00+00:00,None
Destiny,MARVEL MASTERWORKS: THE INCREDIBLE HULK (Hardcover),Hardcover,2004-01-01 00:00:00+00:00,None
Destiny,X-Treme X-Men: Savage Land (2001) #1,Comic,2001-11-01 00:00:00+00:00,None
Destiny,X-Treme X-Men (2001) #1,Comic,2001-05-09 00:00:00+00:00,None
Destiny,X-TREME X-MEN: SAVAGE LAND (Trade Paperback),Trade Paperback,1999-01-01 00:00:00+00:00,None
Destiny,X-Force (1991) #-1,Comic,1997-07-01 00:00:00+00:00,None
Destiny,X-Factor (1986) #115,Comic,1995-10-01 00:00:00+00:00,None
Destiny,X-MEN OMEGA 1 (1995) #1,Comic,1995-06-01 00:00:00+00:00,Age of Apocalypse
Destiny,X-Factor (1986) #109,Comic,1994-12-01 00:00:00+00:00,None
Destiny,X-Men (1991) #38,Comic,1994-11-01 00:00:00+00:00,None
Destiny,Uncanny X-Men (1981) #265,Comic,1990-08-01 00:00:00+00:00,None
Destiny,Uncanny X-Men (1981) #255,Comic,1989-12-06 00:00:00+00:00,None
Destiny,Uncanny X-Men (1981) #254,Comic,1989-12-01 00:00:00+00:00,None
Destiny,Marvel Fanfare (1982) #40,Comic,1988-10-10 00:00:00+00:00,None
Destiny,X-Factor (1986) #30,Comic,1988-07-01 00:00:00+00:00,None
Destiny,Uncanny X-Men (1981) #226,Comic,1988-02-01 00:00:00+00:00,Fall of the Mutants
Destiny,Uncanny X-Men (1981) #225,Comic,1988-01-01 00:00:00+00:00,Fall of the Mutants
Destiny,Uncanny X-Men (1981) #224,Comic,1987-12-01 00:00:00+00:00,None
Destiny,Uncanny X-Men (1981) #223,Comic,1987-11-01 00:00:00+00:00,None
Destiny,X-Factor (1986) #10,Comic,1986-11-01 00:00:00+00:00,Mutant Massacre
Destiny,X-Factor (1986) #9,Comic,1986-10-01 00:00:00+00:00,Mutant Massacre
Destiny,X-Factor (1986) #8,Comic,1986-09-01 00:00:00+00:00,None
Destiny,Avengers Annual (1967) #15,Comic,1986-01-15 00:00:00+00:00,None
Destiny,Uncanny X-Men (1981) #200,Comic,1985-12-01 00:00:00+00:00,None
Destiny,Uncanny X-Men (1981) #199,Comic,1985-11-01 00:00:00+00:00,None
Destiny,Uncanny X-Men (1981) #185,Comic,1984-09-01 00:00:00+00:00,None
Destiny,Uncanny X-Men (1981) #178,Comic,1984-02-01 00:00:00+00:00,Secret Wars
Destiny,Uncanny X-Men (1981) #177,Comic,1984-01-01 00:00:00+00:00,None
Destiny,Uncanny X-Men (1981) #170,Comic,1983-06-01 00:00:00+00:00,None
Destiny,Uncanny X-Men (1981) #142,Comic,1981-02-01 00:00:00+00:00,None
Destiny,Uncanny X-Men (1981) #141,Comic,1981-01-01 00:00:00+00:00,None
Destiny,Sub-Mariner (1968) #1,Comic,1968-05-01 00:00:00+00:00,None
Destiny,Tales to Astonish (1959) #101,Comic,1968-03-01 00:00:00+00:00,None
Doc Samson,Gamma Flight (2021) #4,Comic,2021-09-22 00:00:00+00:00,None
Doc Samson,Gamma Flight (2021) #3,Comic,2021-08-18 00:00:00+00:00,None
Doc Samson,Gamma Flight (2021) #2,Comic,2021-07-21 00:00:00+00:00,None
Doc Samson,Gamma Flight (2021) #1,Comic,2021-06-23 00:00:00+00:00,None
Doc Samson,Immortal Hulk (2018) #36,Comic,2020-08-12 00:00:00+00:00,None
Doc Samson,Immortal Hulk (2018) #35,Comic,2020-07-15 00:00:00+00:00,None
Doc Samson,Immortal Hulk (2018) #16,Comic,2019-04-03 00:00:00+00:00,None
Doc Samson,Immortal Hulk (2018) #15,Comic,2019-03-20 00:00:00+00:00,None
Doc Samson,Incredible Hulk Epic Collection: Ghosts of the Future (Trade Paperback),Trade Paperback,2019-01-16 00:00:00+00:00,None
Doc Samson,Incredible Hulk Epic Collection: Fall of the Pantheon (Trade Paperback),Trade Paperback,2018-01-10 00:00:00+00:00,None
Doc Samson,MARVEL MASTERWORKS: THE INCREDIBLE HULK VOL. 11 (Hardcover),Hardcover,2017-11-08 00:00:00+00:00,None
Doc Samson,Hulk (2008) #52,Comic,2012-05-23 00:00:00+00:00,None
Doc Samson,Incredible Hulks (2010) #607 (MCGUINNESS VARIANT),Comic,2010-02-17 00:00:00+00:00,None
Doc Samson,HULK: HEART OF THE ATOM PREMIERE HC (Hardcover),Hardcover,2008-10-29 00:00:00+00:00,None
Doc Samson,Penance: Relentless (2007) #5,Comic,2008-03-05 00:00:00+00:00,None
Doc Samson,Penance: Relentless (2007) #4,Comic,2008-01-16 00:00:00+00:00,None
Doc Samson,Penance: Relentless (2007) #3,Comic,2007-11-21 00:00:00+00:00,None
Doc Samson,Penance: Relentless (2007) #2,Comic,2007-10-17 00:00:00+00:00,None
Doc Samson,HEROES REBORN: IRON MAN (Trade Paperback),Trade Paperback,2007-05-09 00:00:00+00:00,None
Doc Samson,AVENGERS ASSEMBLE (Hardcover),Hardcover,2007-01-17 00:00:00+00:00,None
Doc Samson,Iron Man: Inevitable (Trade Paperback),Trade Paperback,2006-08-16 00:00:00+00:00,None
Doc Samson,EARTH X (Trade Paperback),Trade Paperback,2006-06-28 00:00:00+00:00,None
Doc Samson,Doc Samson (2006) #5,Comic,2006-05-03 00:00:00+00:00,None
Doc Samson,Iron Man: Inevitable (2005) #5,Comic,2006-04-26 00:00:00+00:00,None
Doc Samson,Doc Samson (2006) #4,Comic,2006-04-05 00:00:00+00:00,None
Doc Samson,Doc Samson (2006) #3,Comic,2006-03-01 00:00:00+00:00,None
Doc Samson,Doc Samson (2006) #2,Comic,2006-02-01 00:00:00+00:00,None
Doc Samson,Doc Samson (2006) #1,Comic,2006-01-04 00:00:00+00:00,None
Doc Samson,MARVEL VISIONARIES: JOHN ROMITA JR. (Hardcover),Hardcover,2005-12-01 00:00:00+00:00,None
Doc Samson,Marvel Visionaries: Steve Ditko (Hardcover),Hardcover,2005-04-20 00:00:00+00:00,None
Doc Samson,Hulk Visionaries: Peter David Vol. 1 (Trade Paperback),Trade Paperback,2005-01-19 00:00:00+00:00,None
Doc Samson,Hulk (1999) #76,Comic,2004-08-25 00:00:00+00:00,None
Doc Samson,INCREDIBLE HULK: SPLIT DECISIONS (Trade Paperback),Trade Paperback,2004-05-01 00:00:00+00:00,None
Doc Samson,Hulk (1999) #69,Comic,2004-03-24 00:00:00+00:00,None
Doc Samson,Hulk (1999) #64,Comic,2003-12-03 00:00:00+00:00,None
Doc Samson,Hulk (1999) #62,Comic,2003-10-08 00:00:00+00:00,None
Doc Samson,Incredible Hulk Vol. 3: Transfer of Power (Trade Paperback),Trade Paperback,2003-04-16 00:00:00+00:00,None
Doc Samson,Hulk (1999) #45,Comic,2002-09-18 00:00:00+00:00,None
Doc Samson,Hulk (1999) #44,Comic,2002-08-21 00:00:00+00:00,None
Doc Samson,Hulk (1999) #39,Comic,2002-04-17 00:00:00+00:00,None
Doc Samson,Hulk (1999) #38,Comic,2002-03-27 00:00:00+00:00,None
Doc Samson,Hulk (1999) #37,Comic,2002-02-20 00:00:00+00:00,None
Doc Samson,Hulk (1999) #36,Comic,2002-01-16 00:00:00+00:00,None
Doc Samson,Hulk (1999) #33,Comic,2001-10-17 00:00:00+00:00,None
Doc Samson,Hulk (1999) #32,Comic,2001-09-26 00:00:00+00:00,None
Doc Samson,Hulk (1999) #30,Comic,2001-07-25 00:00:00+00:00,None
Doc Samson,Hulk (1999) #29,Comic,2001-06-20 00:00:00+00:00,None
Doc Samson,Hulk (1999) #27,Comic,2001-05-02 00:00:00+00:00,None
Doc Samson,Avengers (1998) #40,Comic,2001-03-30 00:00:00+00:00,None
Doc Samson,Hulk (1999) #26,Comic,2001-03-28 00:00:00+00:00,None
Doc Samson,Hulk (1999) #25,Comic,2001-03-14 00:00:00+00:00,None
Doc Samson,Hulk (1999) #24,Comic,2001-01-17 00:00:00+00:00,None
Doc Samson,Hulk (1999) #20,Comic,2000-10-01 00:00:00+00:00,None
Doc Samson,Hulk (1999) #19,Comic,2000-09-01 00:00:00+00:00,None
